Episode #0 Angle PID Val: Kp 29.544282878767778, Ki 24.262401949823612, Kd 8.794453978080183. X PID Val: Kp 10.711152801412, Ki 4.540861304257912, Kd 6.830010641947561
Episode #298 Angle PID Val: Kp 31.1169183781938, Ki 4.100718315980789, Kd 12.952693379463945. X PID Val: Kp 9.33408948519722, Ki 1.2090773125448289, Kd 12.941908932758196
Episode #299 Angle PID Val: Kp 31.1169183781938, Ki 4.100718315980789, Kd 12.952693379463945. X PID Val: Kp 9.33408948519722, Ki 1.2090773125448289, Kd 12.941908932758196
Episode #300 Angle PID Val: Kp 31.1169183781938, Ki 4.100718315980789, Kd 12.952693379463945. X PID Val: Kp 9.33408948519722, Ki 1.2090773125448289, Kd 12.941908932758196
Episode #301 Angle PID Val: Kp 31.1169183781938, Ki 4.100718315980789, Kd 12.952693379463945. X PID Val: Kp 9.33408948519722, Ki 1.2090773125448289, Kd 12.941908932758196
Episode #302 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #303 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #304 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #305 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #306 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #307 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #308 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #309 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #310 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #311 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #312 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #313 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #314 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #315 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #316 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #317 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #318 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #319 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #320 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #321 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #322 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #323 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #324 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #325 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #326 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #327 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #328 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #329 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #330 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #331 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #332 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #333 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #334 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #335 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #336 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #337 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #338 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #339 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #340 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #341 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #342 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #343 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #344 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #345 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #346 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #347 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #348 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #349 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #350 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #351 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #352 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #353 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #354 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #355 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #356 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #357 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #358 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #359 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #360 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #361 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #362 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #363 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #364 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #365 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #366 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #367 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #368 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #369 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #370 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #371 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #372 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #373 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #374 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #375 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #376 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #377 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #378 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #379 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #380 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #381 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #382 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #383 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #384 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #385 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #386 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #387 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #388 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #389 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #390 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #391 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #392 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #393 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #394 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #395 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #396 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #397 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #398 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #399 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #400 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #401 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #402 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #403 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #404 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #405 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #406 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #407 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #408 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #409 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #410 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #411 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #412 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #413 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #414 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #415 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #416 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #417 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #418 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #419 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #420 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #421 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #422 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #423 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #424 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #425 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #426 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #427 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #428 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #429 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #430 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #431 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #432 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #433 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #434 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #435 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #436 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #437 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #438 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #439 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #440 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #441 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #442 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #443 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #444 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #445 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #446 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #447 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #448 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
